47.5026181;19.042876;1584473820704
47.5026181;18.042876;1584473820704
47.5046181;19.042976;1584473820704
47.2026181;19.048876;1584473820704
47.5026141;19.072876;1584473820704
42.5026181;19.052876;1584473820704
47.5021181;19.032876;1584473820704
47.5026121;19.042876;1584473820704
47.5726181;19.012876;1584473820704
47.1026181;20.042376;1584473820704
47.7026181;19.042876;1584473820704
47.5028181;19.042876;1584473820704
47.5426181;80.042876;1584473820704
47.5026161;18.042876;1584473820704
47.5456181;17.042876;1584473820704
